Buy,ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,PROFESSION,EDUCATION,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
Yes,1041,M,M,2,53010.8,18.84,U,Private Sector,High School,Visitor,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2021,Q1 2021,0.34055046,California
No,1042,M,M,0,75004.5,64.8,M,Professor,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2021,Q1 2021,0.32905585,Washington
Yes,1045,M,M,0,19749.3,60.366667,U,Accountant,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2021,Q1 2021,0.29165733,Oregon
No,1046,M,S,1,57626.9,43.906667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2021,Q1 2021,0.30126435,Nevada
No,1047,M,M,2,20078.0,32.846667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2021,Q1 2021,0.31693425,California
No,1048,F,M,2,47902.0,26.033333,M,Doctor,College,Visitor,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2021,Q1 2021,0.24468085,California
No,1053,M,M,1,7545.96,16.753333,S,Unemployed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2021,Q1 2021,0.28363339,California
Yes,1059,F,S,0,78851.3,48.373333,M,Doctor,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2021,Q1 2021,0.47843327,California
No,1060,F,S,1,17540.7,62.786667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2021,Q1 2021,0.51837637,Oregon
Yes,1061,F,M,0,83891.9,61.02,S,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2021,Q1 2021,0.48223621,Oregon
No,1062,F,M,2,28220.8,38.766667,S,Doctor,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2021,Q1 2021,0.47613982,California
Yes,1064,F,S,0,28589.1,15.6,M,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2021,Q1 2021,0.49925128,Oregon
Yes,1066,F,M,2,5237.63,48.753333,S,Scientist,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2021,Q1 2021,0.42768755,Oregon
No,1069,M,S,2,89459.9,53.28,U,Self Employed,Post College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2021,Q1 2021,0.56498054,California
No,1072,F,S,1,13576.5,39.426667,M,Engineer,Post College,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2021,Q1 2021,0.59276346,Arizona
Yes,1073,F,S,0,81710.9,58.54,U,Self Employed,Post College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2021,Q1 2021,0.51643991,Oregon
Yes,1076,F,M,2,67388.0,53.12,S,Not employed,High School,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2021,Q1 2021,0.48178191,Oregon
Yes,1077,F,M,1,57063.0,52.333333,U,Engineer,College,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Hammer,2021,Q1 2021,0.2434158,Oregon
No,1078,F,M,2,84166.1,54.013333,M,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Shovel,2021,Q1 2021,0.33836715,Oregon
No,1079,F,S,0,45612.9,14.3,S,Engineer,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2021,Q1 2021,0.49288647,Washington
No,1084,F,S,1,7737.94,42.666667,S,Engineer,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2021,Q1 2021,0.49234373,Oregon
No,1085,M,S,2,120000.0,42.0,U,Engineer,College,Buyer,LOW VALUE,MARRIED WOMEN,BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2021,Q1 2021,0.38138298,Arizona
Yes,1086,F,M,2,45287.6,29.026667,U,Nursing,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Digital,2021,Q1 2021,0.50445986,Washington
No,1087,F,M,2,59613.1,34.32,U,Financial analyst,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2021,Q1 2021,0.49494202,California
Yes,1089,F,S,1,16326.7,50.613333,S,Financial analyst,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Combination,2021,Q1 2021,0.51893846,Nevada
No,1092,F,S,2,9559.78,51.38,M,Doctor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Extreme,2021,Q1 2021,0.58732441,California
No,1095,F,M,2,42031.8,50.753333,S,Accountant,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Venue,2021,Q1 2021,0.41920513,Oregon
No,1097,F,M,2,83284.1,28.42,M,Scientist,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.45961455,California
No,1098,M,M,1,39229.1,26.26,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47708637,California
Yes,1099,F,D,1,68427.4,42.393333,U,Financial analyst,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Sam,2021,Q1 2021,0.38841871,Nevada
Yes,1101,M,S,0,3601.71,49.266667,U,Scientist,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,TX,2021,Q1 2021,0.45502845,Arizona
No,1103,F,S,0,98716.3,55.66,S,Self Employed,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Legend,2021,Q1 2021,0.44565278,California
Yes,1104,F,S,2,66182.7,62.48,U,Nursing,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.45259449,California
Yes,1105,F,M,2,84789.3,50.433333,U,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.5704735,Oregon
No,1107,F,M,2,35976.5,48.853333,M,Nursing,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.54827273,Washington
No,1108,F,M,0,32703.1,64.92,M,Engineer,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Extreme,2021,Q1 2021,0.49871757,Nevada
Yes,1110,F,M,2,8204.72,52.973333,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.45414473,Oregon
No,1111,M,M,1,97180.4,50.6,M,Accountant,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34128362,Arizona
No,1112,F,M,0,80405.1,60.226667,S,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.32612217,Oregon
Yes,1113,F,S,2,38280.0,33.74,S,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Dante,2021,Q1 2021,0.35383095,Arizona
Yes,1114,M,S,0,64136.6,61.106667,S,Self Employed,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.40346432,Oregon
No,1116,F,M,2,45429.7,61.713333,M,Engineer,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.40918255,Oregon
No,1118,F,S,0,25285.5,53.986667,U,Doctor,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.50048124,California
Yes,1119,F,M,2,77551.1,33.6,U,Engineer,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39551227,Oregon
Yes,1120,F,M,0,38538.4,12.326667,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Zone,2021,Q1 2021,0.32625456,Oregon
No,1127,M,M,0,92881.8,21.38,S,Not employed,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2021,Q1 2021,0.42140339,California
Yes,1128,M,S,2,43634.5,21.78,U,Engineer,College,Buyer,MEDIUM VALUE,MARRIED MEN,BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Double Edge,2021,Q1 2021,0.29920294,Nevada
No,1132,F,S,1,13109.1,62.606667,S,Scientist,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2021,Q1 2021,0.28895209,California
No,1133,M,S,1,92647.5,56.046667,S,Not employed,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Bear Survival Edge,2021,Q1 2021,0.48126801,Washington
No,1134,M,S,2,21021.6,62.753333,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Max Gizmo,2021,Q1 2021,0.53876637,California
No,1135,M,S,0,74460.7,55.34,S,Not employed,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Pocket Gizmo,2021,Q1 2021,0.60737149,Oregon
Yes,1138,F,S,2,28787.4,41.666667,S,Accountant,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Seeker 50,2021,Q1 2021,0.26558782,Oregon
Yes,1141,M,M,1,13091.6,59.126667,M,Professor,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2021,Q1 2021,0.45186652,Arizona
No,1144,F,M,2,62061.8,45.92,S,Lawyer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Seeker Mini,2021,Q1 2021,0.50445716,Arizona
Yes,1145,F,M,1,20550.9,22.12,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Opera Vision,2021,Q1 2021,0.54239589,California
Yes,1148,M,M,2,1765.41,18.766667,S,Engineer,Post College,Buyer,HIGH VALUE,HIGH INCOME SINGLE,BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.3927316,Nevada
Yes,1151,F,S,2,19131.1,56.186667,U,Professor,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2021,Q1 2021,0.28415201,Oregon
No,1157,M,M,2,42750.3,50.493333,S,Doctor,College,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2021,Q1 2021,0.4779303,Nevada
No,1159,F,S,2,2842.55,45.92,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Trail Master,2021,Q1 2021,0.34829317,California
No,1160,M,M,2,22358.1,52.626667,M,Accountant,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Trail Scout,2021,Q1 2021,0.35527575,Nevada
No,1162,M,M,0,47870.8,27.26,U,Self Employed,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2021,Q1 2021,0.42420116,Oregon
No,1163,F,S,2,6440.46,43.0,S,Not employed,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2021,Q1 2021,0.73142857,Washington
Yes,1164,F,S,0,7325.5,36.92,S,Self Employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2021,Q1 2021,0.63468952,California
Yes,1166,M,M,2,28766.9,46.84,M,Self Employed,High School,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2021,Q1 2021,0.61,Oregon
Yes,1171,M,S,0,72928.2,38.733333,S,Professor,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2021,Q1 2021,0.59718901,Arizona
Yes,1172,M,M,2,91272.2,25.033333,S,Financial analyst,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2021,Q1 2021,0.61058787,California
Yes,1178,M,S,0,65000.0,52.266667,S,Accountant,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2021,Q1 2021,0.527422,California
No,1182,M,M,2,1406.05,19.306667,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2021,Q1 2021,0.60349148,Nevada
No,1184,F,S,0,73228.3,46.0,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2021,Q1 2021,0.59067055,Arizona
No,1185,F,S,2,76231.9,63.806667,S,Lawyer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2021,Q1 2021,0.52833333,Oregon
Yes,1190,M,M,1,64792.3,52.146667,S,Financial analyst,Post College,Buyer,HIGH VALUE,HIGH INCOME SINGLE,BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2021,Q1 2021,0.63288719,California
No,1193,F,S,0,93322.1,40.313333,S,Not employed,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2021,Q1 2021,0.54,California
Yes,1198,M,M,1,63437.3,63.653333,M,Pharmacist,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2021,Q1 2021,0.37043449,Oregon
No,1202,M,M,2,49910.7,51.52,S,Professor,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Venue,2021,Q1 2021,0.41921336,California
Yes,1204,M,M,1,76161.4,44.573333,S,Financial analyst,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.44648128,California
No,1205,F,M,2,55860.0,14.573333,U,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47517395,Oregon
No,1206,F,S,1,12686.0,64.8,S,Engineer,Post College,Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Sam,2021,Q1 2021,0.38841871,Washington
Yes,1214,M,M,2,57360.8,53.253333,U,Not employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,TX,2021,Q1 2021,0.45441032,Oregon
No,1215,M,M,0,92414.7,45.513333,M,Scientist,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Legend,2021,Q1 2021,0.44346986,California
Yes,1216,M,M,0,60102.7,42.14,M,Lawyer,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.44296348,California
Yes,1218,F,M,2,17888.7,52.646667,M,Doctor,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.56788252,Washington
Yes,1219,F,S,1,12526.3,53.553333,U,Engineer,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.52406994,Arizona
No,1222,F,S,2,14578.8,60.933333,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,Arizona
No,1225,M,M,0,78572.2,42.346667,M,Engineer,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2021,Q1 2021,0.56554346,California
No,1226,M,M,1,3933.74,17.86,M,Nursing,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Extreme,2021,Q1 2021,0.50602007,Washington
No,1227,F,M,2,48238.8,34.706667,S,Doctor,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.45348148,Nevada
Yes,1229,F,M,0,28770.9,12.34,M,Self Employed,College,Repeat Buyer,LOW VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34115458,Oregon
Yes,1230,F,M,2,87578.2,53.366667,U,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.32200903,Oregon
